	benchmark	hardware_vendor	system	cores	chips	cores_per_chip	processor_mhz	base_copies	result	baseline	published	days
315	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138T	40	2	20	2000	80	1810	1700	Oct-2017	6483
316	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	32	2	16	2100	64	1610	1530	Oct-2017	6483
317	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	32	2	16	2100	64	1580	1510	Oct-2017	6483
318	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	32	2	16	2100	64	1600	1530	Oct-2017	6483
319	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6152	44	2	22	2100	88	2010	1910	Oct-2017	6483
320	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120	28	2	14	2200	56	1310	1220	Oct-2017	6483
321	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120T	28	2	14	2200	56	1330	1270	Oct-2017	6483
322	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5118	24	2	12	2300	48	1180	1130	Oct-2017	6483
323	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6140	36	2	18	2300	72	1850	1750	Oct-2017	6483
324	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5115	20	2	10	2400	40	1010	964	Oct-2017	6483
325	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6148	40	2	20	2400	80	2020	1910	Oct-2017	6483
326	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	24	2	12	2600	48	1340	1270	Oct-2017	6483
327	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6142	32	2	16	2600	64	1780	1680	Oct-2017	6483
328	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6150	36	2	18	2700	72	2010	1900	Oct-2017	6483
329	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6136	24	2	12	3000	48	1550	1460	Oct-2017	6483
330	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6134	16	2	8	3200	32	1110	1040	Oct-2017	6483
331	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5122	8	2	4	3600	16	569	540	Oct-2017	6483
332	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138	40	2	20	2000	80	1900	1780	Sep-2017	6453
333	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	32	2	16	2100	64	1630	1550	Sep-2017	6453
334	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	32	2	16	2100	64	1630	1550	Sep-2017	6453
335	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6152	44	2	22	2100	88	2070	1960	Sep-2017	6453
336	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120	28	2	14	2200	56	1340	1280	Oct-2017	6483
337	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120T	28	2	14	2200	56	1350	1290	Oct-2017	6483
338	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5118	24	2	12	2300	48	1200	1150	Sep-2017	6453
339	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6140	36	2	18	2300	72	1870	1800	Sep-2017	6453
340	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5115	20	2	10	2400	40	1020	972	Oct-2017	6483
341	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6148	40	2	20	2400	80	2040	1960	Oct-2017	6483
342	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	24	2	12	2600	48	1410	1320	Oct-2017	6483
343	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6142	32	2	16	2600	64	1810	1700	Sep-2017	6453
344	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6150	36	2	18	2700	72	2040	1930	Sep-2017	6453
345	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6136	24	2	12	3000	48	1560	1460	Oct-2017	6483
346	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6134	16	2	8	3200	32	1110	1040	Oct-2017	6483
347	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5122	8	2	4	3600	16	579	542	Oct-2017	6483
348	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138	80	4	20	2000	160	3670	3460	Oct-2017	6483
349	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	64	4	16	2100	128	3140	2950	Oct-2017	6483
350	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	64	4	16	2100	128	3130	2980	Oct-2017	6483
351	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6152	88	4	22	2100	176	3990	3790	Oct-2017	6483
352	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120	56	4	14	2200	112	2660	2540	Oct-2017	6483
353	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120T	56	4	14	2200	112	2640	2520	Oct-2017	6483
354	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5118	48	4	12	2300	96	2390	2270	Oct-2017	6483
355	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6140	72	4	18	2300	144	3640	3440	Oct-2017	6483
356	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5115	40	4	10	2400	80	1980	1890	Oct-2017	6483
357	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6148	80	4	20	2400	160	3960	3750	Sep-2017	6453
358	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	48	4	12	2600	96	2700	2550	Oct-2017	6483
359	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6142	64	4	16	2600	128	3510	3320	Oct-2017	6483
360	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6150	72	4	18	2700	144	3980	3780	Sep-2017	6453
361	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6136	48	4	12	3000	96	3030	2850	Oct-2017	6483
362	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6134	32	4	8	3200	64	2180	2040	Oct-2017	6483
363	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5122	16	4	4	3600	32	1150	1080	Oct-2017	6483
364	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138	40	2	20	2000	80	1860	1750	Jul-2017	6391
365	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	32	2	16	2100	64	1580	1510	Sep-2017	6453
366	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	32	2	16	2100	64	1600	1530	Sep-2017	6453
367	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120	28	2	14	2200	56	1320	1260	Sep-2017	6453
368	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120T	28	2	14	2200	56	1330	1270	Sep-2017	6453
369	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5118	24	2	12	2300	48	1190	1130	Sep-2017	6453
370	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5115	20	2	10	2400	40	1010	966	Oct-2017	6483
371	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	24	2	12	2600	48	1380	1310	Sep-2017	6453
372	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126T	24	2	12	2600	48	1400	1310	Sep-2017	6453
373	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5122	8	2	4	3600	16	591	555	Oct-2017	6483
374	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138	40	2	20	2000	80	1860	1760	Jul-2017	6391
375	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	32	2	16	2100	64	1590	1520	Sep-2017	6453
376	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	32	2	16	2100	64	1600	1530	Sep-2017	6453
377	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120	28	2	14	2200	56	1330	1260	Sep-2017	6453
378	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120T	28	2	14	2200	56	1330	1270	Sep-2017	6453
379	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5118	24	2	12	2300	48	1190	1130	Sep-2017	6453
380	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5115	20	2	10	2400	40	1010	967	Oct-2017	6483
381	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	24	2	12	2600	48	1380	1320	Sep-2017	6453
382	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126T	24	2	12	2600	48	1400	1310	Sep-2017	6453
383	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5122	8	2	4	3600	16	593	555	Sep-2017	6453
384	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138	40	2	20	2000	80	1880	1780	Oct-2017	6483
385	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	32	2	16	2100	64	1610	1530	Oct-2017	6483
386	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	32	2	16	2100	64	1620	1550	Oct-2017	6483
387	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6152	44	2	22	2100	88	2040	1940	Oct-2017	6483
388	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120	28	2	14	2200	56	1330	1270	Oct-2017	6483
389	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120T	28	2	14	2200	56	1340	1280	Oct-2017	6483
390	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5118	24	2	12	2300	48	1200	1150	Oct-2017	6483
391	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6140	36	2	18	2300	72	1850	1770	Oct-2017	6483
392	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5115	20	2	10	2400	40	1020	973	Oct-2017	6483
393	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6148	40	2	20	2400	80	2040	1940	Oct-2017	6483
394	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	24	2	12	2600	48	1400	1330	Oct-2017	6483
395	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126T	24	2	12	2600	48	1380	1310	Oct-2017	6483
396	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6142	32	2	16	2600	64	1760	1670	Oct-2017	6483
397	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6150	36	2	18	2700	72	2020	1930	Oct-2017	6483
398	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6136	24	2	12	3000	48	1540	1460	Oct-2017	6483
399	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6154	36	2	18	3000	72	2140	2030	Oct-2017	6483
400	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6134	16	2	8	3200	32	1100	1040	Oct-2017	6483
401	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5122	8	2	4	3600	16	579	544	Oct-2017	6483
402	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138	40	2	20	2000	80	1880	1780	Oct-2017	6483
403	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138T	40	2	20	2000	80	1820	1730	Oct-2017	6483
404	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	32	2	16	2100	64	1620	1550	Oct-2017	6483
405	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	32	2	16	2100	64	1630	1560	Oct-2017	6483
406	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6152	44	2	22	2100	88	2050	1950	Oct-2017	6483
407	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120	28	2	14	2200	56	1340	1280	Sep-2017	6453
408	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120T	28	2	14	2200	56	1340	1280	Oct-2017	6483
409	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5118	24	2	12	2300	48	1200	1150	Sep-2017	6453
410	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6140	36	2	18	2300	72	1870	1790	Oct-2017	6483
411	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5115	20	2	10	2400	40	1020	969	Sep-2017	6453
412	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6148	40	2	20	2400	80	2050	1950	Oct-2017	6483
413	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	24	2	12	2600	48	1400	1330	Oct-2017	6483
414	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126T	24	2	12	2600	48	1380	1310	Oct-2017	6483
415	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6142	32	2	16	2600	64	1790	1700	Oct-2017	6483
416	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6150	36	2	18	2700	72	2030	1930	Oct-2017	6483
417	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6136	24	2	12	3000	48	1550	1460	Oct-2017	6483
418	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6154	36	2	18	3000	72	2140	2040	Oct-2017	6483
419	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6134	16	2	8	3200	32	1110	1040	Oct-2017	6483
420	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5122	8	2	4	3600	16	578	543	Oct-2017	6483
421	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138	80	4	20	2000	160	3770	3610	Oct-2017	6483
422	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	64	4	16	2100	128	3190	2990	Oct-2017	6483
423	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	32	2	16	2100	64	1610	1540	Sep-2017	6453
424	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6152	88	4	22	2100	176	4060	3830	Oct-2017	6483
425	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5115	40	4	10	2400	80	2030	1930	Sep-2017	6453
426	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6148	80	4	20	2400	160	4030	3820	Oct-2017	6483
427	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	48	4	12	2600	96	2760	2600	Oct-2017	6483
428	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	48	4	12	2600	96	2760	2600	Sep-2017	6453
429	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6142	64	4	16	2600	128	3490	3360	Oct-2017	6483
430	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6150	72	4	18	2700	144	4050	3840	Oct-2017	6483
431	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6136	48	4	12	3000	96	3080	2900	Oct-2017	6483
432	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	64	4	16	2100	128	3260	3110	Sep-2017	6453
433	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	48	4	12	2600	96	2790	2650	Sep-2017	6453
434	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126T	48	4	12	2600	96	2820	2660	Sep-2017	6453
435	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6132	56	4	14	2600	112	3210	3070	Sep-2017	6453
436	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6134M	32	4	8	3200	64	2220	2090	Sep-2017	6453
437	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138	40	2	20	2000	80	1880	1760	Jul-2017	6391
438	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6138T	40	2	20	2000	80	1810	1700	Sep-2017	6453
439	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130	32	2	16	2100	64	1610	1530	Sep-2017	6453
440	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6130T	32	2	16	2100	64	1610	1540	Sep-2017	6453
441	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120	28	2	14	2200	56	1330	1270	Sep-2017	6453
442	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5120T	28	2	14	2200	56	1340	1280	Sep-2017	6453
443	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5118	24	2	12	2300	48	1190	1130	Sep-2017	6453
444	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5115	20	2	10	2400	40	1020	973	Sep-2017	6453
445	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126	24	2	12	2600	48	1400	1310	Sep-2017	6453
446	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 6126T	24	2	12	2600	48	1400	1320	Sep-2017	6453
447	CINT2006rate	Lenovo Global Technology	Intel Xeon Gold 5122	8	2	4	3600	16	590	556	Sep-2017	6453
448	CINT2006rate	Supermicro	Intel Xeon Gold 5118	24	2	12	2300	48	1180	1110	Oct-2017	6483
449	CINT2006rate	Supermicro	Intel Xeon Gold 6148	40	2	20	2400	80	2090	1990	Oct-2017	6483
450	CINT2006rate	Supermicro	Intel Xeon Gold 6132	28	2	14	2600	56	1620	1530	Oct-2017	6483
